# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
raspberrypi3-64;1;2018-03-09 20:05:12 UTC;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
raspberrypi3-64;1;2018-03-09 20:05:12 UTC;2;1.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00
raspberrypi3-64;1;2018-03-09 20:05:12 UTC;3;0.00;0.00;1.01;0.00;0.00;0.00;0.00;0.00;0.00;98.99
raspberrypi3-64;10;2018-03-09 20:05:22 UTC;-1;0.10;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;99.70
raspberrypi3-64;10;2018-03-09 20:05:22 UTC;0;0.00;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.90
raspberrypi3-64;10;2018-03-09 20:05:22 UTC;1;0.10;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;99.59
raspberrypi3-64;10;2018-03-09 20:05:22 UTC;2;0.10;0.00;0.10;0.00;0.00;0.00;0.00;0.00;0.00;99.80
raspberrypi3-64;10;2018-03-09 20:05:22 UTC;3;0.20;0.00;0.30;0.00;0.00;0.00;0.00;0.00;0.00;99.49
raspberrypi3-64;1;2018-03-09 20:05:23 UTC;-1;0.00;0.00;0.26;0.00;0.00;0.00;0.00;0.00;0.00;99.74
raspberrypi3-64;1;2018-03-09 20:05:23 UTC;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
